Country,Sport,Year,Athletes,Gold,Silver,Bronze,Total_Medals,Events_Participated,GDP_Index,Population_Millions,Prev_Medals,Host,Medal_per_Athlete,Gold_Ratio,Participation_Rate,Medals_per_Million
Ethiopia,Cycling,1996,55.0,0.0,1.0,0.0,1.0,32.0,0.103,169.18,0.0,0,0.0182,0.0,1.7188,0.0059
South Korea,Gymnastics,2024,,0.0,0.0,0.0,0.0,23.0,0.444,913.54,0.0,0,,0.0,,0.0
Belarus,Judo,1996,26.0,2.0,4.0,4.0,,17.0,0.308,1215.9,10.0,0,,,1.5294,
Jordan,Gymnastics,2008,21.0,0.0,1.0,0.0,1.0,21.0,0.369,,0.0,0,0.0476,0.0,1.0,
New Zealand,Athletics,2004,8.0,0.0,3.0,3.0,6.0,27.0,,760.87,4.0,0,0.75,0.0,0.2963,0.0079
Slovenia,Swimming,1992,5.0,2.0,4.0,3.0,9.0,16.0,0.658,584.36,10.0,0,1.8,0.2222,0.3125,0.0154
Lithuania,Cycling,2016,52.0,2.0,0.0,2.0,4.0,23.0,,1145.51,5.0,0,0.0769,0.5,2.2609,0.0035
Finland,Boxing,2000,58.0,,0.0,0.0,0.0,30.0,0.668,540.81,0.0,0,0.0,,1.9333,0.0
Trinidad,Athletics,2020,5.0,0.0,0.0,0.0,0.0,24.0,0.735,1134.11,0.0,0,0.0,0.0,0.2083,0.0
Ethiopia,Rowing,2024,35.0,3.0,1.0,4.0,8.0,,0.148,512.12,9.0,0,0.2286,0.375,,0.0156
Lebanon,Shooting,2020,56.0,3.0,3.0,5.0,11.0,6.0,0.64,141.46,11.0,0,0.1964,0.2727,9.3333,0.0778
UK,Judo,1992,31.0,1.0,3.0,1.0,5.0,25.0,0.459,1388.41,,0,0.1613,0.2,1.24,0.0036
Malaysia,Shooting,2020,1.0,3.0,4.0,1.0,8.0,16.0,0.428,934.09,6.0,0,8.0,0.375,0.0625,0.0086
Austria,Shooting,2024,3.0,,,0.0,1.0,18.0,0.323,228.78,,0,0.3333,,0.1667,0.0044
Austria,Rowing,1992,49.0,3.0,1.0,3.0,7.0,12.0,0.659,468.34,4.0,0,0.1429,0.4286,4.0833,0.0149
Slovenia,Judo,2016,24.0,2.0,0.0,0.0,2.0,44.0,0.822,,,0,0.0833,1.0,0.5455,
Ukraine,Boxing,2020,49.0,1.0,0.0,0.0,1.0,10.0,0.444,,,0,0.0204,1.0,4.9,
Ukraine,Boxing,2008,42.0,1.0,0.0,1.0,2.0,31.0,0.19,1377.96,2.0,0,0.0476,0.5,1.3548,0.0015
China,Boxing,2000,,1.0,0.0,0.0,,22.0,0.135,487.75,3.0,0,,,,
Thailand,Judo,2016,36.0,1.0,2.0,0.0,,28.0,0.639,719.68,0.0,0,,,1.2857,
Costa Rica,Weightlifting,1992,56.0,2.0,1.0,1.0,4.0,29.0,0.402,396.61,2.0,0,0.0714,0.5,1.931,0.0101
Denmark,Wrestling,2000,29.0,1.0,1.0,4.0,6.0,1.0,0.379,593.42,7.0,0,0.2069,0.1667,29.0,0.0101
Belarus,Gymnastics,2004,29.0,0.0,0.0,2.0,2.0,49.0,0.84,,3.0,0,0.069,0.0,0.5918,
Nepal,Rowing,2000,46.0,2.0,0.0,0.0,2.0,22.0,0.288,1293.8,1.0,0,0.0435,1.0,2.0909,0.0015
Lebanon,Wrestling,1992,31.0,5.0,3.0,4.0,12.0,37.0,0.294,1010.95,13.0,0,0.3871,0.4167,0.8378,0.0119
Bulgaria,Swimming,1992,13.0,5.0,2.0,4.0,,45.0,0.986,935.42,12.0,0,,,0.2889,
Portugal,Shooting,1992,23.0,1.0,0.0,1.0,2.0,22.0,0.268,,2.0,0,0.087,0.5,1.0455,
Greece,Rowing,2000,8.0,3.0,2.0,1.0,6.0,28.0,0.763,661.78,4.0,0,0.75,0.5,0.2857,0.0091
Bulgaria,Swimming,2024,9.0,2.0,5.0,2.0,9.0,16.0,0.196,441.57,9.0,0,1.0,0.2222,0.5625,0.0204
Iran,Wrestling,1992,54.0,1.0,1.0,0.0,,26.0,0.589,1374.89,1.0,0,,,2.0769,
Lebanon,Judo,2000,44.0,1.0,0.0,0.0,1.0,6.0,0.117,155.88,0.0,0,0.0227,1.0,7.3333,0.0064
Slovakia,Athletics,2016,52.0,1.0,0.0,0.0,,27.0,0.973,924.59,0.0,0,,,1.9259,
Turkey,Weightlifting,2000,3.0,0.0,0.0,0.0,0.0,46.0,0.521,803.54,2.0,0,0.0,0.0,0.0652,0.0
Czech Republic,Rowing,2004,19.0,0.0,0.0,0.0,0.0,8.0,0.333,,0.0,0,0.0,0.0,2.375,
Argentina,Cycling,2012,1.0,2.0,0.0,3.0,5.0,12.0,0.222,203.96,2.0,0,5.0,0.4,0.0833,0.0245
Sri Lanka,Judo,2024,45.0,2.0,2.0,0.0,4.0,15.0,0.509,710.29,3.0,0,0.0889,0.5,3.0,0.0056
Indonesia,Athletics,2008,1.0,2.0,0.0,0.0,2.0,8.0,0.355,1029.46,,0,2.0,1.0,0.125,0.0019
Bangladesh,Athletics,2012,56.0,0.0,0.0,0.0,0.0,35.0,0.736,,1.0,0,0.0,0.0,1.6,
Slovakia,Swimming,2004,2.0,1.0,2.0,2.0,5.0,37.0,0.819,839.23,2.0,0,2.5,0.2,0.0541,0.006
Spain,Weightlifting,2024,13.0,1.0,0.0,0.0,1.0,49.0,0.281,362.81,1.0,0,0.0769,1.0,0.2653,0.0028
Azerbaijan,Judo,2012,33.0,1.0,,1.0,3.0,35.0,0.187,728.84,,0,0.0909,0.3333,0.9429,0.0041
Czech Republic,Judo,2020,13.0,1.0,4.0,1.0,6.0,22.0,0.832,269.84,5.0,0,0.4615,0.1667,0.5909,0.0222
Brazil,Rowing,2008,7.0,1.0,0.0,0.0,1.0,6.0,0.781,387.02,2.0,0,0.1429,1.0,1.1667,0.0026
Serbia,Weightlifting,2024,42.0,1.0,,1.0,3.0,8.0,0.383,1281.55,0.0,0,0.0714,0.3333,5.25,0.0023
Trinidad,Athletics,2008,3.0,0.0,1.0,0.0,1.0,7.0,0.246,195.48,0.0,0,0.3333,0.0,0.4286,0.0051
Costa Rica,Shooting,1992,27.0,,2.0,1.0,6.0,,0.543,788.22,5.0,0,0.2222,,,0.0076
Mexico,Boxing,2000,44.0,0.0,2.0,0.0,2.0,16.0,0.785,697.21,3.0,0,0.0455,0.0,2.75,0.0029
Colombia,Athletics,2004,14.0,0.0,0.0,,0.0,23.0,0.721,1332.22,0.0,0,0.0,0.0,0.6087,0.0
Hungary,Judo,2004,23.0,2.0,4.0,3.0,9.0,34.0,0.567,1075.54,9.0,0,0.3913,0.2222,0.6765,0.0084
Thailand,Boxing,2020,5747.980789893527,3.0,5.0,4.0,12.0,,12.060118649996165,810.13,11.0,0,0.0021,0.25,,0.0148
Romania,Boxing,2012,54.0,5.0,5.0,,15.0,30.0,0.782,1182.44,15.0,0,0.2778,0.3333,1.8,0.0127
Estonia,Boxing,2020,,4.0,1.0,4.0,9.0,34.0,0.972,911.02,8.0,0,,0.4444,,0.0099
Bangladesh,Shooting,1992,,3.0,0.0,0.0,3.0,45.0,0.431,945.37,3.0,0,,1.0,,0.0032
Romania,Swimming,2008,39.0,1.0,1.0,0.0,2.0,13.0,0.79,756.97,4.0,0,0.0513,0.5,3.0,0.0026
Uzbekistan,Swimming,2020,32.0,3.0,0.0,,5.0,47.0,0.293,1306.88,5.0,0,0.1562,0.6,0.6809,0.0038
Jordan,Cycling,2008,,2.0,4.0,4.0,10.0,42.0,0.633,38.71,8.0,0,,0.2,,0.2583
Italy,Judo,1992,21.0,1.0,2.0,1.0,4.0,13.0,0.643,1124.48,3.0,0,0.1905,0.25,1.6154,0.0036
Bulgaria,Athletics,2012,30.0,5.0,2.0,2.0,9.0,8.0,0.818,554.96,,0,0.3,0.5556,3.75,0.0162
South Korea,Cycling,2024,29.0,2.0,1.0,1.0,4.0,36.0,0.261,66.37,3.0,0,0.1379,0.5,0.8056,0.0603
Portugal,Athletics,1996,7.0,2.0,,0.0,3.0,34.0,0.75,1154.41,2.0,0,0.4286,0.6667,0.2059,0.0026
Morocco,Athletics,2020,46.0,1.0,3.0,0.0,4.0,33.0,0.101,495.03,5.0,0,0.087,0.25,1.3939,0.0081
Panama,Judo,2004,52.0,4.0,2.0,1.0,7.0,14.0,0.743,739.18,,0,0.1346,0.5714,3.7143,0.0095
Bangladesh,Wrestling,2004,34.0,1.0,0.0,1.0,2.0,18.0,0.968,1237.98,1.0,0,0.0588,0.5,1.8889,0.0016
Fiji,Cycling,1996,10.0,1.0,3.0,1.0,5.0,33.0,0.587,860.59,2.0,0,0.5,0.2,0.303,0.0058
USA,Cycling,1992,8.0,1.0,1.0,1.0,3.0,31.0,0.831,1288.82,,0,0.375,0.3333,0.2581,0.0023
Bulgaria,Boxing,2000,9.0,5.0,2.0,1.0,8.0,36.0,0.432,,8.0,0,0.8889,0.625,0.25,
Romania,Rowing,2024,45.0,1.0,,0.0,2.0,10.0,0.33,1166.16,1.0,0,0.0444,0.5,4.5,0.0017
Colombia,Wrestling,1992,29.0,2.0,4.0,3.0,,3.0,0.344,761.76,8.0,0,,,9.6667,
Greece,Wrestling,2016,23.0,5.0,1.0,3.0,9.0,28.0,0.302,1121.94,6.0,0,0.3913,0.5556,0.8214,0.008
Estonia,Shooting,2004,,,2.0,4.0,10.0,34.0,0.195,542.33,10.0,0,,,,0.0184
New Zealand,Cycling,2008,1.0,3.0,0.0,2.0,5.0,48.0,0.774,800.86,7.0,0,5.0,0.6,0.0208,0.0062
Senegal,Wrestling,2012,7.0,0.0,2.0,3.0,5.0,10.0,0.193,983.67,4.0,0,0.7143,0.0,0.7,0.0051
Portugal,Judo,2004,47.0,1.0,0.0,0.0,1.0,32.0,0.519,1126.65,1.0,0,0.0213,1.0,1.4688,0.0009
South Africa,Boxing,1992,49.0,0.0,0.0,0.0,0.0,42.0,0.598,,0.0,0,0.0,0.0,1.1667,
Georgia,Judo,2000,55.0,3.0,1.0,3.0,7.0,44.0,0.616,,6.0,0,0.1273,0.4286,1.25,
Kazakhstan,Rowing,2016,18.0,4.0,1.0,3.0,8.0,,0.534,529.8,7.0,0,0.4444,0.5,,0.0151
Lebanon,Weightlifting,2016,16.0,0.0,0.0,1.0,,46.0,,,0.0,0,,,0.3478,
Costa Rica,Weightlifting,2020,49.0,0.0,0.0,0.0,0.0,43.0,0.223,411.99,0.0,0,0.0,0.0,1.1395,0.0
Romania,Athletics,2020,53.0,4.0,2.0,4.0,10.0,48.0,,178.14,11.0,0,0.1887,0.4,1.1042,0.0561
Romania,Boxing,2024,54.0,2.0,3.0,4.0,9.0,46.0,0.96,1142.33,6.0,0,0.1667,0.2222,1.1739,0.0079
Serbia,Gymnastics,1996,52.0,2.0,1.0,3.0,6.0,45.0,0.221,1249.3,7.0,0,0.1154,0.3333,1.1556,0.0048
Thailand,Shooting,2012,56.0,4.0,3.0,4.0,11.0,40.0,0.702,1118.32,11.0,0,0.1964,0.3636,1.4,0.0098
Malaysia,Cycling,2000,41.0,,1.0,,1.0,3.0,0.179,671.51,0.0,0,0.0244,,13.6667,0.0015
Lithuania,Boxing,1992,50.0,4.0,,1.0,7.0,25.0,0.549,296.83,7.0,0,0.14,0.5714,2.0,0.0236
Georgia,Cycling,1992,19.0,2.0,3.0,5.0,,24.0,0.645,132.74,,0,,,0.7917,
Latvia,Rowing,2000,52.0,1.0,1.0,0.0,2.0,49.0,,472.76,0.0,0,0.0385,0.5,1.0612,0.0042
Cambodia,Boxing,2024,45.0,2.0,0.0,1.0,3.0,23.0,0.324,1031.69,5.0,0,0.0667,0.6667,1.9565,0.0029
Argentina,Cycling,2008,1.0,1.0,1.0,1.0,,12.0,0.89,,5.0,0,,,0.0833,
CHINA,Athletics,2016,50.0,2.0,0.0,1.0,3.0,35.0,,201.58,1.0,0,0.06,0.6667,1.4286,0.0149
Bulgaria,Shooting,1996,36.0,1.0,0.0,3.0,4.0,48.0,0.796,1372.17,,0,0.1111,0.25,0.75,0.0029
Bulgaria,Cycling,2012,40.0,0.0,0.0,3.0,3.0,35.0,0.846,1230.69,0.0,0,0.075,0.0,1.1429,0.0024
Nepal,Rowing,2024,49.0,3.0,3.0,0.0,6.0,39.0,0.588,961.6,5.0,0,0.1224,0.5,1.2564,0.0062
Bangladesh,Boxing,1996,6.0,1.0,1.0,1.0,3.0,44.0,0.689,556.4,1.0,0,0.5,0.3333,0.1364,0.0054
Greece,Judo,2016,9.0,0.0,0.0,0.0,0.0,29.0,0.143,1094.57,0.0,0,0.0,0.0,0.3103,0.0
Mongolia,Judo,2024,47.0,2.0,2.0,3.0,7.0,23.0,,191.8,9.0,0,0.1489,0.2857,2.0435,0.0365
Romania,Gymnastics,1992,59.0,1.0,0.0,2.0,3.0,48.0,0.734,,5.0,0,0.0508,0.3333,1.2292,
Denmark,Cycling,2004,,1.0,4.0,2.0,7.0,49.0,0.478,1227.52,8.0,0,,0.1429,,0.0057
Colombia,Rowing,1996,,3.0,5.0,4.0,12.0,41.0,0.564,1274.41,13.0,0,,0.25,,0.0094
Jamaica,Gymnastics,1996,50.0,5.0,,4.0,13.0,36.0,0.258,91.29,13.0,0,0.26,0.3846,1.3889,0.1424
Rwanda,Weightlifting,2008,9.0,,5.0,2.0,9.0,,0.255,967.78,10.0,0,1.0,,,0.0093
Uzbekistan,Gymnastics,2020,58.0,2.0,2.0,4.0,,3.0,0.937,1293.65,7.0,0,,,19.3333,
Azerbaijan,Judo,1996,37.0,0.0,,2.0,2.0,2.0,0.949,634.19,1.0,0,0.0541,0.0,18.5,0.0032
Slovenia,Swimming,1996,1.0,3.0,5.0,3.0,11.0,2.0,0.629,1212.51,13.0,0,11.0,0.2727,0.5,0.0091
Qatar,Swimming,2008,47.0,1.0,1.0,0.0,2.0,35.0,,,,0,0.0426,0.5,1.3429,
Slovenia,Gymnastics,2020,27.0,0.0,1.0,1.0,2.0,29.0,0.958,750.18,,0,0.0741,0.0,0.931,0.0027
Dominican Republic,Swimming,2016,31.0,3.0,2.0,,8.0,37.0,0.218,,10.0,0,0.2581,0.375,0.8378,
Bolivia,Swimming,2004,8.0,,5.0,2.0,9.0,46.0,0.572,,6.0,0,1.125,,0.1739,
Romania,Wrestling,2004,59.0,,0.0,1.0,1.0,10.0,0.837,37.79,1.0,0,0.0169,,5.9,0.0265
Slovenia,Wrestling,2000,,0.0,0.0,2.0,2.0,,0.271,677.06,4.0,0,,0.0,,0.003
Austria,Swimming,2012,9.0,2.0,2.0,0.0,4.0,1.0,0.901,403.09,3.0,0,0.4444,0.5,9.0,0.0099
Panama,Rowing,1996,46.0,0.0,1.0,0.0,,45.0,0.854,,3.0,0,,,1.0222,
Kenya,Cycling,2004,28.0,1.0,3.0,0.0,4.0,23.0,,706.27,5.0,0,0.1429,0.25,1.2174,0.0057
Czech Republic,Judo,2024,,,4.0,4.0,10.0,44.0,0.282,983.81,8.0,0,,,,0.0102
Qatar,Judo,2016,42.0,2.0,0.0,1.0,3.0,45.0,0.925,952.37,5.0,0,0.0714,0.6667,0.9333,0.0032
Zimbabwe,Cycling,2000,7.0,,,1.0,5.0,10.0,0.329,1274.93,,0,0.7143,,0.7,0.0039
Hungary,Cycling,2000,24.0,0.0,1.0,0.0,1.0,9.0,0.608,1205.44,2.0,0,0.0417,0.0,2.6667,0.0008
Fiji,Gymnastics,2016,18.0,2.0,3.0,3.0,8.0,36.0,,1084.61,7.0,0,0.4444,0.25,0.5,0.0074
Sri Lanka,Athletics,1992,,3.0,2.0,3.0,8.0,5.0,0.459,339.92,6.0,0,,0.375,,0.0235
Slovenia,Rowing,1996,5.0,0.0,1.0,1.0,2.0,24.0,0.625,782.59,4.0,0,0.4,0.0,0.2083,0.0026
Malaysia,Wrestling,2020,8.0,2.0,4.0,3.0,9.0,44.0,0.839,114.34,9.0,0,1.125,0.2222,0.1818,0.0787
Netherlands,Shooting,2024,48.0,0.0,0.0,1.0,1.0,32.0,0.966,12.6,0.0,0,0.0208,0.0,1.5,0.0794
Portugal,Swimming,2016,34.0,4.0,1.0,3.0,8.0,21.0,0.983,893.71,10.0,0,0.2353,0.5,1.619,0.009
Trinidad,Gymnastics,2024,55.0,3.0,1.0,2.0,6.0,4.0,0.409,1358.71,7.0,0,0.1091,0.5,13.75,0.0044
Cambodia,Boxing,2000,49.0,2.0,1.0,2.0,5.0,3.0,0.47,38.81,3.0,0,0.102,0.4,16.3333,0.1288
India,Judo,1992,53.0,1.0,4.0,4.0,,21.0,0.9,337.08,11.0,0,,,2.5238,
Turkey,Gymnastics,1996,42.0,0.0,3.0,0.0,3.0,38.0,0.749,9.29,5.0,0,0.0714,0.0,1.1053,0.3229
Croatia,Judo,2012,45.0,3.0,4.0,1.0,8.0,,0.4,816.78,6.0,0,0.1778,0.375,,0.0098
China,Boxing,2016,20.0,3.0,2.0,0.0,5.0,6.0,0.573,1351.87,7.0,0,0.25,0.6,3.3333,0.0037
Hungary,Shooting,1996,35.0,3.0,0.0,0.0,3.0,47.0,0.919,713.43,4.0,0,0.0857,1.0,0.7447,0.0042
Thailand,Boxing,2000,23.0,5.0,3.0,5.0,13.0,24.0,,551.01,,0,0.5652,0.3846,0.9583,0.0236
Jamaica,Shooting,2012,54.0,2.0,0.0,2.0,4.0,19.0,0.229,13.93,5.0,0,0.0741,0.5,2.8421,0.2872
South Korea,Shooting,2004,1.0,3.0,2.0,3.0,8.0,,0.648,588.67,,0,8.0,0.375,,0.0136
Jordan,Swimming,2024,40.0,4.0,3.0,,10.0,28.0,0.884,565.73,7.0,0,0.25,0.4,1.4286,0.0177
Greece,Rowing,2020,7.0,,1.0,,,,,235.42,6.0,0,,,,
Japan,Gymnastics,2012,12.0,0.0,0.0,0.0,0.0,20.0,0.214,595.94,,0,0.0,0.0,0.6,0.0
Canada,Swimming,1996,28.0,0.0,,,,31.0,0.875,24.76,1.0,0,,,0.9032,
New Zealand,Boxing,2020,40.0,0.0,0.0,0.0,0.0,26.0,0.517,,0.0,0,0.0,0.0,1.5385,
South Africa,Swimming,1992,44.0,0.0,0.0,0.0,0.0,2.0,0.1,1281.09,2.0,0,0.0,0.0,22.0,0.0
Chile,Boxing,2024,12.0,0.0,2.0,0.0,2.0,20.0,0.614,610.39,0.0,0,0.1667,0.0,0.6,0.0033
Chile,Cycling,2012,25.0,4.0,1.0,2.0,7.0,36.0,0.254,111.49,9.0,0,0.28,0.5714,0.6944,0.0628
Sweden,Rowing,2016,34.0,1.0,1.0,1.0,3.0,9.0,0.648,214.56,0.0,0,0.0882,0.3333,3.7778,0.014
Italy,Gymnastics,1992,18.0,2.0,4.0,4.0,10.0,48.0,0.511,540.75,12.0,0,0.5556,0.2,0.375,0.0185
Qatar,Weightlifting,2004,22.0,0.0,3.0,2.0,5.0,40.0,0.247,814.87,4.0,0,0.2273,0.0,0.55,0.0061
Bulgaria,Wrestling,2004,48.0,0.0,0.0,1.0,1.0,45.0,0.527,827.62,2.0,0,0.0208,0.0,1.0667,0.0012
South Africa,Rowing,1992,60.0,0.0,0.0,0.0,0.0,31.0,0.141,613.62,1.0,0,0.0,0.0,1.9355,0.0
Estonia,Judo,1996,45.0,0.0,0.0,0.0,0.0,4.0,0.446,163.1,0.0,0,0.0,0.0,11.25,0.0
Czech Republic,Boxing,2004,28.0,1.0,0.0,1.0,2.0,22.0,0.892,36.2,2.0,0,0.0714,0.5,1.2727,0.0552
Brazil,Swimming,1992,29.0,2.0,1.0,0.0,3.0,40.0,0.241,22.02,1.0,0,0.1034,0.6667,0.725,0.1362
Australia,Swimming,2012,19.0,0.0,2.0,0.0,2.0,24.0,0.846,1013.45,3.0,0,0.1053,0.0,0.7917,0.002
Slovakia,Weightlifting,2008,39.0,0.0,0.0,0.0,0.0,2.0,0.301,1340.86,0.0,0,0.0,0.0,19.5,0.0
Sweden,Judo,2016,26.0,3.0,1.0,1.0,5.0,46.0,0.961,419.95,2.0,0,0.1923,0.6,0.5652,0.0119
Austria,Athletics,2016,7725.291073648601,0.0,0.0,0.0,0.0,23.0,8.799776347052791,543.32,0.0,0,0.0,0.0,335.8822,0.0
Germany,Judo,2016,30.0,2.0,2.0,3.0,7.0,23.0,0.365,80.61,8.0,0,0.2333,0.2857,1.3043,0.0868
Belarus,Judo,2012,28.0,5.0,5.0,2.0,12.0,43.0,0.825,314.82,12.0,0,0.4286,0.4167,0.6512,0.0381
usa,Wrestling,1996,33.0,0.0,0.0,,0.0,48.0,0.753,16.38,2.0,1,0.0,0.0,0.6875,0.0
Germany,Shooting,1992,23.0,0.0,0.0,0.0,0.0,45.0,0.268,714.79,0.0,0,0.0,0.0,0.5111,0.0
Cuba,Swimming,1996,1.0,0.0,0.0,0.0,0.0,33.0,0.286,771.73,2.0,0,0.0,0.0,0.0303,0.0
Czech Republic,Cycling,2012,45.0,2.0,0.0,0.0,2.0,42.0,0.428,563.75,1.0,0,0.0444,1.0,1.0714,0.0035
Morocco,Cycling,2000,50.0,4.0,4.0,4.0,12.0,42.0,0.255,15.29,12.0,0,0.24,0.3333,1.1905,0.7848
Kenya,Boxing,2004,32.0,0.0,0.0,0.0,,31.0,0.83,1000.73,1.0,0,,,1.0323,
Nigeria,Weightlifting,2004,,0.0,0.0,0.0,,,0.28,84.76,1.0,0,,,,
China,Cycling,2024,53.0,3.0,0.0,0.0,3.0,11.0,0.723,701.07,1.0,0,0.0566,1.0,4.8182,0.0043
France,Shooting,2008,36.0,,2.0,3.0,10.0,48.0,0.86,1077.74,9.0,0,0.2778,,0.75,0.0093
Bolivia,Shooting,1996,31.0,1.0,0.0,0.0,1.0,21.0,0.766,617.79,0.0,0,0.0323,1.0,1.4762,0.0016
Croatia,Shooting,2004,29.0,1.0,,1.0,6.0,34.0,0.781,766.02,3.0,0,0.2069,0.1667,0.8529,0.0078
Argentina,Athletics,2004,34.0,2.0,0.0,1.0,3.0,11.0,0.695,,3.0,0,0.0882,0.6667,3.0909,
South Africa,Cycling,2024,1.0,1.0,1.0,2.0,4.0,47.0,0.37,900.27,1.0,0,4.0,0.25,0.0213,0.0044
Egypt,Athletics,2000,48.0,0.0,0.0,0.0,0.0,11.0,0.635,521.71,0.0,0,0.0,0.0,4.3636,0.0
Trinidad,Cycling,2020,19.0,4.0,2.0,2.0,,20.0,,767.58,10.0,0,,,0.95,
Greece,Boxing,2000,6.0,0.0,1.0,2.0,3.0,35.0,0.354,118.98,0.0,0,0.5,0.0,0.1714,0.0252
Argentina,Rowing,2020,56.0,5.0,2.0,3.0,10.0,5.0,0.921,22.81,10.0,0,0.1786,0.5,11.2,0.4384
Ukraine,Athletics,2016,12.0,2.0,0.0,0.0,2.0,26.0,0.265,673.51,1.0,0,0.1667,1.0,0.4615,0.003
UAE,Judo,2000.0,61.0,5.0,3.0,2.0,10.0,49.0,0.874,528.55,8.0,0,0.1639,0.5,1.2449,0.0189
Slovenia,Judo,2012,21.0,2.0,0.0,1.0,3.0,29.0,,758.52,1.0,0,0.1429,0.6667,0.7241,0.004
Switzerland,Weightlifting,2004,34.0,3.0,2.0,2.0,7.0,34.0,0.271,466.3,4.0,0,0.2059,0.4286,1.0,0.015
Mexico,Swimming,1992,21.0,1.0,0.0,1.0,2.0,14.0,0.539,,3.0,0,0.0952,0.5,1.5,
Senegal,Judo,2008,53.0,4.0,2.0,3.0,9.0,16.0,0.742,1223.28,6.0,0,0.1698,0.4444,3.3125,0.0074
germany,Shooting,2020,,1.0,0.0,0.0,1.0,27.0,0.37,395.03,1.0,0,,1.0,,0.0025
Mexico,Swimming,1996,17.0,0.0,0.0,0.0,0.0,37.0,0.401,1287.46,2.0,0,0.0,0.0,0.4595,0.0
Zimbabwe,Weightlifting,2016,50.0,3.0,3.0,3.0,9.0,39.0,0.13,347.24,8.0,0,0.18,0.3333,1.2821,0.0259
Russia,Judo,2004,6.0,3.0,3.0,5.0,11.0,47.0,0.634,811.6,11.0,0,1.8333,0.2727,0.1277,0.0136
Belgium,Boxing,2024,38.0,,5.0,4.0,13.0,29.0,0.813,262.48,14.0,0,0.3421,,1.3103,0.0495
Romania,Judo,1996,53.0,0.0,1.0,1.0,2.0,3.0,0.771,944.71,1.0,0,0.0377,0.0,17.6667,0.0021
Australia,Cycling,2000.0,1.0,5.0,5.0,4.0,14.0,48.0,0.461,1208.23,16.0,1,14.0,0.3571,0.0208,0.0116
Nepal,Gymnastics,2020,26.0,4.0,2.0,3.0,9.0,8.0,0.24,162.33,8.0,0,0.3462,0.4444,3.25,0.0554
China,Gymnastics,2012,56.0,0.0,0.0,,0.0,11.0,0.694,875.11,2.0,0,0.0,0.0,5.0909,0.0
Slovakia,Rowing,2016,24.0,4.0,1.0,4.0,9.0,44.0,0.782,713.66,6.0,0,0.375,0.4444,0.5455,0.0126
Croatia,Athletics,2024,51.0,1.0,2.0,4.0,7.0,17.0,0.135,,7.0,0,0.1373,0.1429,3.0,
USA,Boxing,2004,36.0,2.0,2.0,0.0,4.0,17.0,0.228,34.82,3.0,0,0.1111,0.5,2.1176,0.1149
Slovakia,Judo,2020,27.0,0.0,0.0,0.0,0.0,38.0,,1186.36,2.0,0,0.0,0.0,0.7105,0.0
Denmark,Gymnastics,2004,38.0,3.0,3.0,1.0,,48.0,0.144,623.66,7.0,0,,,0.7917,
Georgia,Boxing,2008,23.0,5.0,4.0,4.0,13.0,39.0,0.308,988.87,,0,0.5652,0.3846,0.5897,0.0131
Fiji,Rowing,2016,,1.0,1.0,0.0,2.0,3.0,0.583,34.67,4.0,0,,0.5,,0.0577
Czech Republic,Wrestling,2004,29.0,2.0,5.0,,12.0,28.0,0.256,,13.0,0,0.4138,0.1667,1.0357,
Lithuania,Gymnastics,2012,8.0,1.0,3.0,2.0,6.0,40.0,0.942,577.13,4.0,0,0.75,0.1667,0.2,0.0104
Latvia,Rowing,2008,54.0,0.0,1.0,0.0,1.0,38.0,,286.07,2.0,0,0.0185,0.0,1.4211,0.0035
Poland,Rowing,2020,17.0,0.0,0.0,1.0,1.0,,0.398,997.96,3.0,0,0.0588,0.0,,0.001
Nigeria,Gymnastics,2024,46.0,3.0,1.0,1.0,5.0,49.0,0.294,93.23,2.0,0,0.1087,0.6,0.9388,0.0536
Egypt,Boxing,2024,17.0,4.0,5.0,4.0,13.0,35.0,0.945,581.33,14.0,0,0.7647,0.3077,0.4857,0.0224
Cuba,Gymnastics,2020,34.0,1.0,,2.0,3.0,2.0,0.66,647.66,1.0,0,0.0882,0.3333,17.0,0.0046
Lithuania,Weightlifting,2016,55.0,2.0,1.0,0.0,3.0,5.0,0.378,61.94,2.0,0,0.0545,0.6667,11.0,0.0484
Egypt,Gymnastics,2000,52.0,1.0,1.0,2.0,4.0,36.0,0.207,297.44,3.0,0,0.0769,0.25,1.4444,0.0134
Kenya,Boxing,2016,32.0,,0.0,1.0,,25.0,,1156.59,3.0,0,,,1.28,
Iran,Wrestling,2020,59.0,1.0,1.0,0.0,2.0,36.0,0.171,826.45,3.0,0,0.0339,0.5,1.6389,0.0024
russia,Shooting,1992,52.0,3.0,2.0,2.0,7.0,6.0,0.285,157.58,,0,0.1346,0.4286,8.6667,0.0444
Netherlands,Cycling,1992,52.0,0.0,0.0,,0.0,48.0,0.9,279.87,0.0,0,0.0,0.0,1.0833,0.0
Serbia,Judo,2008,7.0,2.0,2.0,2.0,6.0,33.0,0.515,463.08,6.0,0,0.8571,0.3333,0.2121,0.013
Bulgaria,Boxing,1992,8.0,2.0,2.0,3.0,7.0,28.0,0.839,3.19,6.0,0,0.875,0.2857,0.2857,2.1944
Jamaica,Athletics,2000,27.0,0.0,0.0,,0.0,12.0,0.847,1338.63,2.0,0,0.0,0.0,2.25,0.0
Russia,Weightlifting,1992,33.0,4.0,0.0,1.0,5.0,48.0,,747.51,4.0,0,0.1515,0.8,0.6875,0.0067
